Mã,Sàn,Action,Conf,MFPM,Macro,MacroScore,BCTC Risk,Days→BCTC,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào lệnh,Cắt lỗ,SL%,TP1,TP2,R:R,RSI14,ATR14,SMA20,Vol,AvgVol20d,M-CVD5d,M-CVD Trend,Stealth,Dist Warn,AMD,HMM,AMF,Pattern,Sector Flow,PT Net 5d,PT Ratio 5d,Sizing%,Sizing Qty,Sector,Trend Warning,Dự báo,FC Conf%,T+ Verdict,A×T+ Ý nghĩa,T+ Exit,T+ Conf%
SZB,HNX,NO_ACTION,—,30,NEUTRAL,0.0,SAFE,,,40,40,RETAIL_DRIVEN,MODE_A,43300.0,43300.0,42000.0,-3.0,44850.0,46450.0,1.19,44.4,393.0,43030.0,3000,4830,0.0,FLAT,False,NONE,MARKUP,STEADY_BULL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,78.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 42,950.0 | T+2.5 44,000.0 | T+5 44,500.0",95.0
ADS,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,29,29,WHALE_DISTRIBUTING,MODE_A,8890.0,8890.0,8620.0,-3.04,9500.0,10100.0,2.26,41.3,154.0,9038.0,25000,92660,0.0,FLAT,False,CAUTION,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,53.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 8,779.1 | T+2.5 9,170.0 | T+5 9,350.0",95.0
DSC,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,31,31,RETAIL_DRIVEN,MODE_A,12950.0,12950.0,12400.0,-4.25,14300.0,15650.0,2.45,50.0,336.0,12988.0,1700,13970,-13170.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,GIẢM,70.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 12,636.5 | T+2.5 13,500.0 | T+5 13,900.0",95.0
MBG,HNX,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,31,31,RETAIL_DRIVEN,MODE_A,2800.0,2800.0,2590.0,-7.5,3340.0,3890.0,2.57,50.0,136.0,2820.0,38100,201415,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,GIẢM,46.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 2,660.0 | T+2.5 3,020.0 | T+5 3,180.0",95.0
NST,HNX,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,34,34,RETAIL_DRIVEN,MODE_A,12600.0,12550.0,12150.0,-3.19,13450.0,14400.0,2.25,55.6,229.0,12365.0,5000,4290,0.0,FLAT,False,CAUTION,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,3.77,900,,UPTREND_STRENGTHENING,TĂNG,67.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 12,400.0 | T+2.5 13,000.0 | T+5 13,300.0",95.0
PPT,HNX,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,29,29,WHALE_DISTRIBUTING,MODE_A,15300.0,15300.0,14800.0,-3.27,16250.0,17200.0,1.9,33.3,236.0,15430.0,95300,189485,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,77.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 15,050.0 | T+2.5 15,700.0 | T+5 15,950.0",95.0
NVL,HOSE,NO_ACTION,—,12,NEUTRAL,0.0,SAFE,,,42,30,WHALE_DISTRIBUTING,MODE_A,15550.0,15550.0,14150.0,-9.0,19200.0,22900.0,2.61,26.2,918.0,17528.0,7443000,32085845,0.0,FLAT,False,WATCH,MARKUP,TRANSITIONAL,WARN,WYCKOFF_SPRING,OUTFLOW,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,79.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 14,550.0 | T+2.5 16,950.0 | T+5 17,850.0",95.0
BFC,HOSE,NO_ACTION,—,0,NEUTRAL,0.0,SAFE,,,27,27,WHALE_DISTRIBUTING,MODE_A,59000.0,59000.0,55000.0,-6.78,69600.0,80100.0,2.65,20.3,2643.0,63655.0,132700,316155,0.0,DOWN,False,NONE,RANGING,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,95.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 56,426.4 | T+2.5 63,000.0 | T+5 65,600.0",95.0
TLD,HOSE,NO_ACTION,—,0,NEUTRAL,0.0,SAFE,,,3,33,WHALE_DISTRIBUTING,MODE_A,8440.0,8440.0,8180.0,-3.08,8910.0,9380.0,1.81,41.5,117.0,8453.0,52800,307360,0.0,DOWN,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,85.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 8,330.0 | T+2.5 8,650.0 | T+5 8,790.0",95.0
MCF,HNX,NO_ACTION,—,0,NEUTRAL,0.0,SAFE,,,0,21,WHALE_DISTRIBUTING,MODE_A,7200.0,7200.0,6980.0,-3.06,7670.0,8140.0,2.14,57.3,117.0,7223.0,16100,11980,-8880.0,DOWN,False,WATCH,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,57.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 7,090.0 | T+2.5 7,410.0 | T+5 7,550.0",95.0
OCB,HOSE,NO_ACTION,—,27,NEUTRAL,0.0,SAFE,,,43,31,RETAIL_DRIVEN,MODE_A,11050.0,11050.0,10700.0,-3.17,11800.0,12600.0,2.14,43.3,193.0,11258.0,333500,1736890,0.0,FLAT,False,NONE,RANGING,STEADY_BEAR,PASS,WYCKOFF_SPRING,OUTFLOW,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TRUNG LẬP,38.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 10,850.0 | T+2.5 11,350.0 | T+5 11,600.0",90.0
BTP,HOSE,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,35,35,RETAIL_DRIVEN,MODE_A,8350.0,8350.0,8090.0,-3.11,8690.0,9020.0,1.31,33.3,84.0,8392.0,10500,28785,-20820.0,FLAT,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,40.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 8,270.0 | T+2.5 8,480.0 | T+5 8,590.0",90.0
VSH,HOSE,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,28,28,WHALE_DISTRIBUTING,MODE_A,42300.0,42300.0,41000.0,-3.07,43300.0,44300.0,0.77,11.8,251.0,42772.0,100,5465,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,TRUNG LẬP,40.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 42,088.5 | T+2.5 42,700.0 | T+5 43,000.0",90.0
PHC,HOSE,NO_ACTION,—,50,NEUTRAL,0.0,SAFE,,,29,29,WHALE_DISTRIBUTING,MODE_A,5050.0,5020.0,4790.0,-4.58,5630.0,6240.0,2.65,56.0,152.0,4982.0,2100,12610,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TRUNG LẬP,28.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 4,910.0 | T+2.5 5,320.0 | T+5 5,510.0",85.0
SZL,HOSE,NO_ACTION,—,35,NEUTRAL,0.0,SAFE,,,34,34,RETAIL_DRIVEN,MODE_A,52400.0,52400.0,50600.0,-3.44,56900.0,61500.0,2.5,50.0,1136.0,52735.0,7500,12875,0.0,FLAT,False,WATCH,MARKUP,STEADY_BULL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,78.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 51,400.0 | T+2.5 54,400.0 | T+5 55,800.0",85.0
NDX,HNX,NO_ACTION,—,35,NEUTRAL,0.0,SAFE,,,38,38,RETAIL_DRIVEN,MODE_A,6700.0,6700.0,6490.0,-3.13,6810.0,6930.0,0.52,100.0,29.0,6590.0,20900,9065,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,81.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 6,670.0 | T+2.5 6,740.0 | T+5 6,770.0",85.0
LSS,HOSE,NO_ACTION,—,33,NEUTRAL,0.0,SAFE,,,47,29,WHALE_DISTRIBUTING,MODE_A,8340.0,8340.0,8080.0,-3.12,8770.0,9210.0,1.65,41.3,109.0,8385.0,12200,72790,0.0,FLAT,False,NONE,RANGING,STEADY_BEAR,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,53.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 8,230.0 | T+2.5 8,510.0 | T+5 8,640.0",85.0
BID,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,31,31,RETAIL_DRIVEN,MODE_A,42900.0,42900.0,40600.0,-5.36,48950.0,55000.0,2.63,59.7,1511.0,42055.0,3170900,9910190,0.0,FLAT,False,WATCH,RANGING,TRANSITIONAL,PASS,NONE,OUTFLOW,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,53.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 41,550.0 | T+2.5 45,600.0 | T+5 47,450.0",85.0
DBD,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,31,31,RETAIL_DRIVEN,MODE_A,50000.0,50000.0,48500.0,-3.0,52300.0,54500.0,1.53,50.0,564.0,49972.0,11900,42575,0.0,FLAT,False,CAUTION,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,GIẢM,88.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 49,450.0 | T+2.5 50,900.0 | T+5 51,600.0",85.0
SBA,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,29,29,WHALE_DISTRIBUTING,MODE_A,28200.0,28200.0,27350.0,-3.01,29300.0,30450.0,1.29,47.4,279.0,28268.0,300,7120,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,53.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 27,900.0 | T+2.5 28,650.0 | T+5 29,000.0",85.0
STB,HOSE,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,30,30,WHALE_DISTRIBUTING,MODE_A,70700.0,70700.0,66800.0,-5.52,80900.0,91100.0,2.62,61.1,2550.0,70390.0,2063400,6182200,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,OUTFLOW,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,69.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 68,400.0 | T+2.5 74,500.0 | T+5 77,100.0",85.0
SCG,HNX,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,30,30,WHALE_DISTRIBUTING,MODE_A,67400.0,67400.0,65300.0,-3.12,69900.0,72400.0,1.19,57.6,621.0,68145.0,17400,22805,-17400.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,57.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 66,800.0 | T+2.5 68,500.0 | T+5 69,300.0",85.0
VTZ,HNX,NO_ACTION,—,25,NEUTRAL,0.0,SAFE,,,35,35,RETAIL_DRIVEN,MODE_A,20600.0,20600.0,19950.0,-3.16,22250.0,23900.0,2.54,63.2,414.0,20405.0,756900,1035310,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,78.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 20,250.0 | T+2.5 21,200.0 | T+5 21,650.0",85.0
CHP,HOSE,NO_ACTION,—,20,NEUTRAL,0.0,SAFE,,,42,42,RETAIL_DRIVEN,MODE_A,27950.0,27950.0,27100.0,-3.04,29350.0,30750.0,1.65,41.2,350.0,27998.0,1000,12270,0.0,UP,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,TĂNG,59.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 27,600.0 | T+2.5 28,500.0 | T+5 28,950.0",85.0
PDN,HOSE,NO_ACTION,—,20,NEUTRAL,0.0,SAFE,,,40,40,RETAIL_DRIVEN,MODE_A,107100.0,107100.0,103800.0,-3.08,114000.0,120900.0,2.09,57.6,1721.0,106255.0,100,2570,0.0,UP,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,64.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 105,400.0 | T+2.5 109,900.0 | T+5 111,900.0",85.0
SHP,HOSE,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,28,28,WHALE_DISTRIBUTING,MODE_A,34000.0,34000.0,32950.0,-3.09,34850.0,35700.0,0.81,43.8,214.0,34120.0,600,3535,-3090.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,TRUNG LẬP,24.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 33,800.0 | T+2.5 34,350.0 | T+5 34,600.0",85.0
TIP,HOSE,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,30,30,WHALE_DISTRIBUTING,MODE_A,18100.0,18100.0,17550.0,-3.04,18700.0,19350.0,1.09,40.0,154.0,18210.0,15300,31890,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,53.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 17,952.5 | T+2.5 18,350.0 | T+5 18,550.0",85.0
VAB,HOSE,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,28,28,WHALE_DISTRIBUTING,MODE_A,10100.0,10100.0,9790.0,-3.07,10550.0,11000.0,1.45,37.5,114.0,10192.0,227100,319210,0.0,FLAT,False,NONE,RANGING,STEADY_BEAR,PASS,NONE,NEUTRAL,0.0,0.0,3.03,900,,RANGE_COMPRESSION,TRUNG LẬP,30.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 9,999.8 | T+2.5 10,300.0 | T+5 10,400.0",85.0
SCI,HNX,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,36,36,RETAIL_DRIVEN,MODE_B,11900.0,11900.0,11050.0,-7.14,14150.0,16400.0,2.65,70.7,564.0,11355.0,5400,77985,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_EXHAUSTING,TRUNG LẬP,66.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 11,400.0 | T+2.5 12,750.0 | T+5 13,300.0",85.0
VC3,HNX,NO_ACTION,—,15,NEUTRAL,0.0,SAFE,,,32,32,RETAIL_DRIVEN,MODE_A,25900.0,25900.0,25100.0,-3.09,27300.0,28700.0,1.75,38.9,350.0,26245.0,635200,1237410,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,TRUNG LẬP,23.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 25,550.0 | T+2.5 26,450.0 | T+5 26,900.0",85.0
CLH,HNX,NO_ACTION,—,0,NEUTRAL,0.0,SAFE,,,0,21,WHALE_DISTRIBUTING,MODE_A,20500.0,20500.0,19850.0,-3.17,21600.0,22700.0,1.69,61.3,274.0,20334.0,700,5855,-12930.0,DOWN,False,WATCH,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,62.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 20,250.0 | T+2.5 20,900.0 | T+5 21,200.0",85.0
